customer_id,first_name,last_name,email,home_zipcode,borough,preferred_channel,last_visit_date,visit_frequency,avg_order_value,dietary_prefs,interests
C226,Lucille,Rush,lucille.rush@email.com,10013,Manhattan,email,2025-10-12,rare,10.90,none,"coffee,pastries"
C227,Brody,Schwartz,brody.schwartz@email.com,10011,Manhattan,email,2025-11-02,rare,9.35,vegan,coffee
C228,Gemma,Benson,gemma.benson@email.com,10014,Manhattan,SMS,2025-09-30,rare,12.70,none,"coffee,seasonal events"
C229,Tanner,Farmer,tanner.farmer@email.com,10012,Manhattan,email,2025-10-18,rare,8.50,gluten-free,pastries
C230,Mila,Mercado,mila.mercado@email.com,10003,Manhattan,email,2025-11-10,rare,11.45,none,coffee
C231,Marcus,Frank,marcus.frank@email.com,10014,Manhattan,email,2025-09-27,rare,7.90,none,pastries
C232,Raegan,Leblanc,raegan.leblanc@email.com,10009,Manhattan,SMS,2025-10-25,rare,10.65,vegan,"coffee,pastries"
C233,Preston,Mckay,preston.mckay@email.com,10011,Manhattan,email,2025-11-06,rare,9.20,none,coffee
C234,Fiona,Hanna,fiona.hanna@email.com,10014,Manhattan,email,2025-09-20,rare,12.55,gluten-free,"coffee,seasonal events"
C235,Garrett,Jacobson,garrett.jacobson@email.com,10013,Manhattan,email,2025-10-22,rare,8.75,none,pastries
C236,Esther,Randolph,esther.randolph@email.com,10012,Manhattan,SMS,2025-11-04,rare,11.10,none,"coffee,pastries"
C237,Finn,Aguirre,finn.aguirre@email.com,10014,Manhattan,email,2025-09-29,rare,7.40,vegan,coffee
C238,Paris,Kaufman,paris.kaufman@email.com,10011,Manhattan,email,2025-10-16,rare,10.25,none,pastries
C239,Jorge,Singleton,jorge.singleton@email.com,10003,Manhattan,email,2025-11-09,rare,9.85,gluten-free,coffee
C240,Norah,Galloway,norah.galloway@email.com,10014,Manhattan,SMS,2025-09-24,rare,12.90,none,"coffee,seasonal events"
C241,Tobias,Hooper,tobias.hooper@email.com,10009,Manhattan,email,2025-10-27,rare,8.30,none,pastries
C242,Alessandra,Knox,alessandra.knox@email.com,10012,Manhattan,email,2025-11-11,rare,11.60,vegan,"coffee,pastries"
C243,Graham,Joseph,graham.joseph@email.com,10014,Manhattan,email,2025-09-21,rare,7.95,none,coffee
C244,Juliette,Pena,juliette.pena@email.com,10013,Manhattan,SMS,2025-10-19,rare,10.50,gluten-free,pastries
C245,Donovan,Shields,donovan.shields@email.com,10011,Manhattan,email,2025-11-07,rare,9.70,none,"coffee,pastries"
C246,Adelaide,Yates,adelaide.yates@email.com,10014,Manhattan,email,2025-09-26,rare,12.15,none,coffee
C247,Maximus,Sandoval,maximus.sandoval@email.com,10012,Manhattan,email,2025-10-23,rare,8.45,vegan,"coffee,seasonal events"
C248,Thea,English,thea.english@email.com,10003,Manhattan,SMS,2025-11-03,rare,11.75,none,pastries
C249,Jonah,Bernard,jonah.bernard@email.com,10014,Manhattan,email,2025-09-28,rare,7.60,gluten-free,coffee
C250,June,Hahn,june.hahn@email.com,10009,Manhattan,email,2025-10-14,rare,10.95,none,"coffee,pastries"
T001,James,Miller,tourist1@email.com,10001,Manhattan,SMS,2025-11-26,rare,32.50,none,"coffee,pastries,seasonal events"
T002,Mary,Davis,tourist2@email.com,10002,Manhattan,email,2025-11-25,rare,28.75,gluten-free,"coffee,pastries"
T003,Patricia,Wilson,tourist3@email.com,10004,Manhattan,SMS,2025-11-27,rare,35.20,none,"coffee,pastries,seasonal events"
T004,Linda,Moore,tourist4@email.com,10005,Manhattan,email,2025-11-24,rare,26.90,vegan,pastries
T005,Barbara,Taylor,tourist5@email.com,10006,Manhattan,SMS,2025-11-26,rare,31.40,none,"coffee,pastries"
T006,Elizabeth,Anderson,tourist6@email.com,10007,Manhattan,email,2025-11-23,rare,29.85,none,"coffee,seasonal events"
T007,Jennifer,Thomas,tourist7@email.com,10008,Manhattan,SMS,2025-11-27,rare,33.60,gluten-free,"coffee,pastries"
T008,Maria,Jackson,tourist8@email.com,10010,Manhattan,email,2025-11-25,rare,27.30,none,pastries
T009,Susan,White,tourist9@email.com,10016,Manhattan,SMS,2025-11-26,rare,30.95,vegan,"coffee,seasonal events"
T010,Margaret,Harris,tourist10@email.com,10017,Manhattan,email,2025-11-24,rare,34.75,none,"coffee,pastries,seasonal events"
T011,Dorothy,Martin,tourist11@email.com,10018,Manhattan,SMS,2025-11-27,rare,28.20,none,"coffee,pastries"
T012,Lisa,Thompson,tourist12@email.com,10019,Manhattan,email,2025-11-23,rare,31.85,gluten-free,pastries
T013,Nancy,Garcia,tourist13@email.com,10020,Manhattan,SMS,2025-11-26,rare,29.45,none,"coffee,seasonal events"
T014,Karen,Martinez,tourist14@email.com,10021,Manhattan,email,2025-11-25,rare,33.10,vegan,"coffee,pastries"
T015,Betty,Robinson,tourist15@email.com,10022,Manhattan,SMS,2025-11-27,rare,26.70,none,pastries
T016,Helen,Clark,tourist16@email.com,10023,Manhattan,email,2025-11-24,rare,32.90,none,"coffee,pastries,seasonal events"
T017,Sandra,Rodriguez,tourist17@email.com,10024,Manhattan,SMS,2025-11-26,rare,30.55,gluten-free,"coffee,pastries"
T018,Donna,Lewis,tourist18@email.com,10025,Manhattan,email,2025-11-25,rare,28.40,none,coffee
T019,Carol,Lee,tourist19@email.com,10026,Manhattan,SMS,2025-11-27,rare,35.80,vegan,"coffee,seasonal events"
T020,Ruth,Walker,tourist20@email.com,10027,Manhattan,email,2025-11-23,rare,27.95,none,"coffee,pastries"
T021,Sharon,Hall,tourist21@email.com,10028,Manhattan,SMS,2025-11-26,rare,31.25,gluten-free,pastries
T022,Michelle,Allen,tourist22@email.com,10029,Manhattan,email,2025-11-24,rare,29.70,none,"coffee,pastries"
T023,Laura,Young,tourist23@email.com,10030,Manhattan,SMS,2025-11-27,rare,33.45,none,"coffee,seasonal events"
T024,Sarah,Hernandez,tourist24@email.com,10031,Manhattan,email,2025-11-25,rare,26.15,vegan,pastries
T025,Kimberly,King,tourist25@email.com,10032,Manhattan,SMS,2025-11-26,rare,32.60,none,"coffee,pastries,seasonal events"
T026,Deborah,Wright,tourist26@email.com,10033,Manhattan,email,2025-11-27,rare,30.30,gluten-free,"coffee,pastries"
T027,Jessica,Lopez,tourist27@email.com,10034,Manhattan,SMS,2025-11-23,rare,28.85,none,coffee
T028,Shirley,Hill,tourist28@email.com,10035,Manhattan,email,2025-11-25,rare,34.20,none,"coffee,pastries,seasonal events"
T029,Cynthia,Scott,tourist29@email.com,10036,Manhattan,SMS,2025-11-24,rare,27.50,vegan,"coffee,seasonal events"
T030,Angela,Green,tourist30@email.com,10037,Manhattan,email,2025-11-26,rare,31.95,gluten-free,"coffee,pastries"
T031,Melissa,Adams,tourist31@email.com,10038,Manhattan,SMS,2025-11-27,rare,29.10,none,pastries
T032,Brenda,Baker,tourist32@email.com,10039,Manhattan,email,2025-11-23,rare,33.75,none,"coffee,pastries,seasonal events"
T033,Amy,Nelson,tourist33@email.com,10040,Manhattan,SMS,2025-11-25,rare,26.85,vegan,coffee
T034,Anna,Carter,tourist34@email.com,10041,Manhattan,email,2025-11-26,rare,32.35,none,"coffee,pastries"
T035,Rebecca,Mitchell,tourist35@email.com,10043,Manhattan,SMS,2025-11-27,rare,30.70,gluten-free,"coffee,seasonal events"
S001,Alex,Turner,student1@nyu.edu,10003,Manhattan,email,2025-11-26,occasional,12.80,none,coffee
S002,Taylor,Reed,student2@columbia.edu,10027,Manhattan,SMS,2025-11-25,occasional,11.45,vegan,"coffee,pastries"
S003,Jordan,Foster,student3@nyu.edu,10012,Manhattan,email,2025-11-27,occasional,14.20,none,"coffee,pastries"
S004,Morgan,Hayes,student4@columbia.edu,10025,Manhattan,SMS,2025-11-24,occasional,10.95,gluten-free,coffee
S005,Casey,Brooks,student5@nyu.edu,10003,Manhattan,email,2025-11-26,loyal,16.75,none,"coffee,pastries,seasonal events"
S006,Riley,Bennett,student6@pace.edu,10038,Manhattan,SMS,2025-11-23,occasional,13.30,vegan,pastries
S007,Cameron,Cole,student7@nyu.edu,10011,Manhattan,email,2025-11-27,occasional,11.90,none,coffee
S008,Avery,Ross,student8@columbia.edu,10027,Manhattan,email,2025-11-25,loyal,15.60,none,"coffee,pastries"
S009,Dakota,Price,student9@nyu.edu,10003,Manhattan,SMS,2025-11-26,occasional,12.35,gluten-free,"coffee,pastries"
S010,Skyler,Wood,student10@newschool.edu,10011,Manhattan,email,2025-11-24,occasional,14.85,none,"coffee,seasonal events"
S011,Quinn,Barnes,student11@nyu.edu,10012,Manhattan,SMS,2025-11-27,loyal,17.40,vegan,"coffee,pastries"
S012,Parker,Henderson,student12@columbia.edu,10025,Manhattan,email,2025-11-23,occasional,10.70,none,coffee
S013,Drew,Coleman,student13@pace.edu,10038,Manhattan,email,2025-11-26,occasional,13.95,gluten-free,pastries
S014,Blake,Jenkins,student14@nyu.edu,10003,Manhattan,SMS,2025-11-25,loyal,16.20,none,"coffee,pastries,seasonal events"
S015,Sage,Perry,student15@newschool.edu,10014,Manhattan,email,2025-11-27,occasional,11.55,vegan,coffee
S016,Reese,Powell,student16@nyu.edu,10011,Manhattan,email,2025-11-24,occasional,14.40,none,"coffee,pastries"
S017,Charlie,Long,student17@columbia.edu,10027,Manhattan,SMS,2025-11-26,loyal,18.90,gluten-free,"coffee,pastries,seasonal events"
S018,Sam,Patterson,student18@nyu.edu,10012,Manhattan,email,2025-11-25,occasional,12.65,none,coffee
S019,Finley,Hughes,student19@pace.edu,10038,Manhattan,SMS,2025-11-27,occasional,15.25,vegan,"coffee,pastries"
S020,Rowan,Flores,student20@nyu.edu,10003,Manhattan,email,2025-11-23,loyal,17.80,none,"coffee,pastries,seasonal events"
S021,Phoenix,Washington,student21@newschool.edu,10011,Manhattan,email,2025-11-26,occasional,11.20,gluten-free,pastries
S022,Remi,Butler,student22@nyu.edu,10014,Manhattan,SMS,2025-11-24,occasional,13.75,none,coffee
S023,Kai,Simmons,student23@columbia.edu,10027,Manhattan,email,2025-11-27,loyal,16.50,none,"coffee,pastries"
S024,Ellis,Foster,student24@nyu.edu,10012,Manhattan,email,2025-11-25,occasional,12.10,vegan,"coffee,seasonal events"
S025,River,Gonzales,student25@pace.edu,10038,Manhattan,SMS,2025-11-26,occasional,14.90,none,"coffee,pastries"
S026,Arden,Bryant,student26@nyu.edu,10003,Manhattan,email,2025-11-27,loyal,19.35,gluten-free,"coffee,pastries,seasonal events"
S027,Lennon,Alexander,student27@newschool.edu,10011,Manhattan,SMS,2025-11-23,occasional,11.85,none,coffee
S028,Scout,Russell,student28@nyu.edu,10014,Manhattan,email,2025-11-25,occasional,13.40,vegan,pastries
S029,Oakley,Griffin,student29@columbia.edu,10025,Manhattan,email,2025-11-26,loyal,17.95,none,"coffee,pastries,seasonal events"
S030,Marley,Diaz,student30@nyu.edu,10012,Manhattan,SMS,2025-11-24,occasional,10.60,gluten-free,coffee
P001,Marcus,Washington,prof1@nyu.edu,11201,Brooklyn,email,2025-11-25,loyal,21.80,none,"coffee,pastries"
P002,Diana,Foster,prof2@columbia.edu,11215,Brooklyn,email,2025-11-26,loyal,24.50,vegan,"coffee,seasonal events"
P003,Kenneth,Brooks,prof3@pace.edu,11217,Brooklyn,SMS,2025-11-24,occasional,18.30,none,coffee
P004,Theresa,Ellis,prof4@newschool.edu,11222,Brooklyn,email,2025-11-27,loyal,26.95,gluten-free,"coffee,pastries,seasonal events"
P005,Raymond,Murray,prof5@nyu.edu,11231,Brooklyn,email,2025-11-23,occasional,19.70,none,"coffee,pastries"
P006,Janet,Dixon,prof6@columbia.edu,11101,Queens,SMS,2025-11-26,loyal,23.40,none,"coffee,seasonal events"
P007,Gerald,Harvey,prof7@pace.edu,11102,Queens,email,2025-11-25,occasional,17.85,vegan,coffee
P008,Catherine,Armstrong,prof8@nyu.edu,11103,Queens,email,2025-11-27,loyal,25.60,none,"coffee,pastries,seasonal events"
P009,Russell,Spencer,prof9@columbia.edu,11104,Queens,email,2025-11-24,loyal,22.10,gluten-free,"coffee,pastries"
P010,Frances,Burton,prof10@newschool.edu,11201,Brooklyn,SMS,2025-11-26,occasional,16.95,none,coffee
